BUSINESS NAME, PHONE, WEB, EMAIL, STREET, SUBURB, STATE, POSTCODE, GPS LATITUDE, GPS LONGITUDE
Modern Design Kitchens,(02) 9885 2905,,info@moderndesignkitchens.com.au,Unit 2 67B Christina Rd,NSW,Villawood,2163,-33.881443, 150.986305
Modern Design Wardrobes,(02) 9892 1366,,,Unit 5 575 Woodville Rd,NSW,Guildford,2161,-33.862995, 150.992708
MPW,(02) 9550 5356,,alexandria@misterlywood.com.au,26 Burrows Rd,NSW,St Peters,2044,-33.917472, 151.182792
Mr Cabinets,1300 672 224,,,172 Settlement Rd,VIC,Thomastown,3074,-37.694153, 145.039981
Middleton Design Pty Ltd,(02) 9905 0608,,,Unit 2f/ 130 Old Pittwater Rd,NSW,Brookvale,2100,-33.76732, 151.26028
Mona Vale Kitchens,(02) 9997 8042,,,Unit 7 14 Polo Ave,NSW,Mona Vale,2103,-33.674267, 151.308601
My Kitchen Cabinets,(02) 9608 6678,,info@mykitchencabinets.com.au,Unit 20/ 314 Hoxton Park Rd,NSW,Prestons,2170,-33.928871, 150.885956
N.S.W. Joinery Pty Ltd,(02) 9664 2235,,sales@nswjoinery.com.au,8 Yamma St,NSW,Sefton,2162,-33.882284, 151.01313
Olivardo &amp; Co PTY LTD,0403 845 022,,cupoftea@hotmail.com.au,273 Canterbury Rd,NSW,Canterbury,2193,-33.913795, 151.11444
Oliver Interiors,0416 648 939,,,2/ 222 Headland Rd,NSW,North Curl Curl,2099,-33.759302, 151.282437
Proline Joinery,(02) 9559 3336,,,17 Carrington Rd,NSW,Marrickville,2204,-33.91675, 151.15742
Quality In Wood,0417 066 108,,,,,,,
RCW Cabinets,0411 960 333,,rcwcabinets@bigpond.com,67 Riveroak Dr,NSW,Murwillumbah,2484,-28.341845, 153.363653
Reliable Shopfitting,(02) 9769 1350,,,Unit 1/ 79 Mandoon Rd,NSW,Girraween,2145,-33.802142, 150.939162
Robertson's Custom Cabinets,(11) 1111 1111,,doug@robertsonscabs.com,Unit 4/ 10-14 Yalgar Rd,NSW,Kirrawee,2232,-34.026883, 151.075673
Rybrook Joinery,(02) 4422 4600,,sbrookes_09@yahoo.com,,,,,
Red Dodge Joiner,0413 921 437,,raschippers@optusnet.com.au,,,,,-33.91063, 151.15646
Reliable Shop Fitting,(02) 9757 3574,,,5/ 323 Woodpark Rd,NSW,Smithfield,2164,-33.83543, 150.93508
Roy Sacchetti,0413 545 824,,,10 Spencer St,NSW,Five Dock,2046,-33.869628, 151.118283
Rybrook Joinery &amp; Cabinet Makers,(02) 4422 4600,,sbrookes_09@yahoo.com,Units 2- 3/ 1 Gesham Way,NSW,Bomaderry,2541,-34.845265, 150.611401
Sadubin Leon-Designer Furniture Maker,0423 475 129,,leon@leonsadubin.com.au,7 / 11 Bergin St,NSW,Gerringong,2534,-34.74326, 150.819733
S &amp; D Joinery,(02) 6962 6750,,,,,,,
Standard Cabinet Australia,0430 709 988,,standardcabinetaustralia@gmail.com,,,,,
Summit Joinery Works,(02) 6625 1454,,roy@summitjoineryworks.com.au,37 Lancaster Dr,NSW,Goonellabah,2480,-28.81834, 153.34785
Scammell Furniture Pty Ltd,(02) 9477 2157,,grant@scammellfurniture.com.au,Unit 3/ 1 Leighton Pl,NSW,Hornsby,2077,-33.6971, 151.1116
S &amp; C Kitchen &amp; Joinery,(02) 9892 1763,,sckitchens@hotmail.com,,,,,
S.G.M Pty Ltd,0415 652 764,,,Unit 2 8 Manor Rd,NSW,Hornsby,2077,-33.69271, 151.09154
Shoreline Kitchens Pty Ltd,(02) 9905 9527,,,4/ 11 Ada Ave,NSW,Brookvale,2100,-33.76692, 151.27718
Skalkos Woodwork Design,(02) 9533 6420,,,Unit 11 10- 12 Hearne St,NSW,Mortdale,2223,-33.96521, 151.06728
Steinhardt's Kitchens &amp; Joinery,(02) 6772 8212,,steinhardtskitchens@exemail.com.au,Cnr Bundarra Rd and Brickfield Ave,NSW,Armidale,2350,-30.51725, 151.64317
Stonehaven Furniture,(02) 6385 3196,,,Pudman St,NSW,Boorowa,2586,-34.437256, 148.722883
Stoney Creek Kitchens,0408 974 517,,stoneycreekkitchens@gmail.com,,,,,-35.2685446, 147.1147194
Superior Cabinets,0412 179 552,,,,,,,
Sydney Cabinet Making &amp; Joinery,(02) 9666 4777,,,14 Tenterden Rd,NSW,Botany,2019,-33.950956, 151.200398
Scott Burrows Cabinet Making,0405 546 488,,sbcabinets1@optusnet.com.au,,,,,-33.6879969, 151.1084784
Soho Design Group Pty Ltd,(02) 9476 4844,,,Unit 13 8 Leighton Pl,NSW,Hornsby,2077,-33.69663, 151.1132
Sulway Joinery,(02) 6299 1416,,sulwayjoinery@netspeed.com.au,15 Shropshire St,ACT,Queanbeyan,2620,-35.339722, 149.240085
Symmetry Shopfitting &amp; Kitchens (Ben Harding),0408 153 100,,ben@symmetryshopfitting.com.au,Unit 19 39-41 Corporation Cct,NSW,Tweed Heads South,2486,-28.207683, 153.537713
Traditional Fine Furniture Pty Ltd,(02) 8765 8949,,,44 Edwin St,NSW,Mortlake,2137,-33.842262, 151.105091
VFP Kitchens,(02) 6652 6948,,,192A Orlando St,NSW,Coffs Harbour,2450,-30.284631, 153.128064
Volpes Cabinets - Northern Beaches,(02) 9981 1636,,info@volpescabinets.com.au,5/ 161 South Creek Rd,NSW,Cromer,2099,-33.737616, 151.282302
WEBB KITCHENS,0407 561 614,,,,,,,-36.0509521, 146.9328139
Willis Joinery Pty Ltd,(02) 6642 4735,,,38 Swallow Rd,NSW,Grafton,2460,-29.7255, 152.94551
Wood Appeal Pty Ltd,(02) 9905 9228,,,Units 1 2/ 2-4 William St,NSW,Brookvale,2100,-33.76791, 151.26899
Wright W R &amp; R M,(02) 6684 6466,,,Lot 1 Treehaven Gulgan Rd,NSW,Brunswick Heads,2483,-28.56472334, 153.535218578
Willis Cabinets,0407 879 088,,,103B Davidson St,NSW,Deniliquin,2710,-35.52572, 144.976157
Window Makers,(02) 6672 7239,,,28 32 Buchanan St,NSW,South Murwillumbah,2484,-28.330355, 153.40988
Wrights Prestige Cabinets,(02) 4353 8174,,wrightsprestigecabinets@ozemail.com.au,,,,,-33.2836296, 151.4230137
Xpandesign,0421 902 287,,xpandesign88@gmail.com,,,,,-28.1868997, 153.5228386
YKH Enterprises,0425 204 851,,ykhenterprises@yahoo.com.au,Unit 4/ 16 Dale St,NSW,Brookvale,2100,-33.764365, 151.26817
Zalbergs P &amp; R,(02) 4353 1440,,,2 Marklea Cl,NSW,Tuggerah,2259,-33.296592, 151.418935
Alpha Joinery,(08) 8947 7068,,george@alphajoinery.com.au,66 Benison Rd, NT,Winnelli,0820,-12.431061, 130.869903
Custom Cabinets Katherine Pty Ltd,(08) 8971 1777,,,Lot 1505/ Crawford St, NT,Katherine Eas,0850,-14.474895, 132.286899
Darwin Joinery Pty Ltd,(08) 8947 1017,,john.pastrikos@darwinjoinery.com.au,106 Coonawarra Rd, NT,Winnelli,0820,-12.431395, 130.884114
Darwin Kitchens &amp; Cabinets,(08) 8947 2525,,admin@darwinkitchens.com.au,43 Berrimah Rd, NT,Berrima,0828,-12.445, 130.92397
Fast Carpentry Services,(08) 8952 4835,,facarp@ozemail.com.au,5 Brown St, NT,Ciccon,0870,-23.689831, 133.869982
Fast Carpentry Services Pty Ltd,(08) 8952 4835,,facarp@ozemail.com.au,Shed 4/ 5 Brown St, NT,Ciccon,0870,-23.68983, 133.86998
J &amp; K Kyriacou Industrial Joinery Pty Ltd,(08) 8981 3746,,jk-kyriacou@hotmail.com,14 Bishop St, NT,Woolne,0820,-12.433854, 130.851865
Kitchens Wardrobes Vanities,(08) 8983 2223,,info@kwvnt.com.au,Shed 52 5 Tulagi Rd, NT,Yarrawong,0830,-12.4689, 130.98927
Kitchens Wardrobes Vanities NT,(08) 8983 2223,,info@topendcabinets.com.au,,,,,-12.4764425, 130.9906284
McKinnon Cabinetmakers,(08) 8932 2612,,manny@mckinnoncabinets.com.au,87 McKinnon Rd, NT,Berrima,0828,-12.45961, 130.96395
Prestige Cabinets,(08) 8952 8399,,prestigecabinetsas@bigpond.com,11 Coulthard Ct, NT,Ciccon,0870,-23.694773, 133.866813
Prestige Cabinets Pty Ltd,(08) 8952 0399,,,11 Coulthard Crt,, NT,Alice Spring,0870,-23.69477, 133.86681
W. R. Cabinet Making &amp; Joinery,(08) 8984 4892,,,,,,,
Accolade Joinery,0416 205 946,,,,,,,-34.92717091, 138.59954085
Ahrns Carpentry &amp; Cabinets,0418 157 041,,,5 Noel St, SA,Murray Bridg,5253,-35.123239999999996, 139.25835
All Building Supplies,0401 052 340,,absallbuilding@gmail.com,Unit 2 9 Cardiff Ct, SA,Cava,5094,-34.825247, 138.595746
Austwood Manufacturing Pty Ltd,(08) 8281 0554,,graham@austwoodmfr.com.au,5 Turin Pl, SA,Salisbury Sout,5106,-34.782477, 138.633509
A Class Kitchens,(08) 8280 6390,,,2 Hawker Rd, SA,Burto,5110,-34.734052, 138.598639
Ak Kitchens,(08) 8531 2300,,,,,,,-35.1197018, 139.2747261
Allstyle Cabinets &amp; Shopfittings,(08) 8374 3695,,,5 Lloyd St, SA,St Mary,5042,-35.003933, 138.576753
AWA Kitchens,(08) 8261 3624,,sales@awakitchens.com.au,,,,,-34.8652791, 138.6453407
Adelaide Kitchens Direct,0412 040 676,,ken@akdirect.com.au,,,,,-34.5921189, 138.5140604
Allan Carter Cabinetmaking,(08) 8376 1253,,cabinets@allancarter.com.au,6 Byre Ave, SA,Somerton Par,5044,-34.997822, 138.522656
Arnoldy Cabinets,(08) 8855 3275,,,19 Cockle Cove Dr, SA,The Pine,5575,-34.914053, 137.168264
Axis Cabinet Makers,(08) 8244 5299,,,Unit 3/ 2-8 Gray St, SA,Kilkenn,5009,-34.87443, 138.55214
Baldetti Kitchens,(08) 8359 5222,,,27 York St, SA,Wingfiel,5013,-34.837556, 138.56615
Brian Nelson Cabinets,0418 818 604,,bne53444@bigpond.net.au,2 Mobius Crst, SA,Golden Grov,5125,-34.787538, 138.710806
Brian Nelson's Cabinets,0418 818 604,,,,,,,-34.7928156, 138.6936482
B &amp; S Joinery Pty Ltd,(08) 8349 7376,,,271 Cormack Rd, SA,Wingfiel,5013,-34.840599, 138.577981
Cabinet Creations,1300 565 316,,,76 Wingfield Rd, SA,Wingfiel,5013,-34.842653, 138.551048
COASTAL CABINETRY AND DESIGN,0457 557 979,,,10C Denton Dr, SA,Rob,5276,-37.173537, 139.757033
Craig Zerk Furnishings,0408 836 491,,,18 Adelaide Rd, SA,Lamero,5302,-35.324299, 140.513498
Custom Kit Kitchens,(08) 8723 3255,,tom@ckk.net.au,4 Graham Rd, SA,Mount Gambie,5290,-37.817874, 140.751115
Cabinets by Michael,(08) 8725 7602,,,34 Margaret St, SA,Mt Gambie,5290,-37.831227, 140.774671
Catalano Kitchens &amp; Cabinets,0412 600 819,,ernest@catalanokitchens.com.au,,,,,
C &amp; D Cabinets,0414 435 175,,,,,,,-35.0824407, 138.5622724
Coast to Coast Cabinets PTY LTD,0420 373 795,,,Unit 6 15 Shearer Dr, SA,Seafor,5169,-35.183112, 138.488741
Complete Joinery Pty Ltd,(08) 8131 8502,,suecompletejoinery@gmail.com,,,,,
Croudace Constructs Pty Ltd,0420 373 287,,mick@croudaceconstructs.com.au,26 Farrow Cct, SA,Seafor,5169,-35.185293, 138.484975
Custom Built Cabinet Makers,(08) 8349 9911,,,Unit 2 302 Cormack Rd, SA,Wingfiel,5013,-34.83971, 138.57032
